R,nome,squadra
C,Adli,Milan,,,https://www.fantacalcio.it/ricerca?q=Adli,,,,,,,,,,,,,,,,
C,Adopo,Atalanta,,,https://www.fantacalcio.it/ricerca?q=Adopo,,,,,,,,,,,,,,,,
C,Aebischer,Bologna,,,https://www.fantacalcio.it/ricerca?q=Aebischer,,,,,,,,,,,,,,,,
C,Akpa Akpro,Monza,,,https://www.fantacalcio.it/ricerca?q=Akpa Akpro,,,,,,,,,,,,,,,,
C,Amatucci,Fiorentina,,,https://www.fantacalcio.it/ricerca?q=Amatucci,,,,,,,,,,,,,,,,
C,Aouar,Roma,Dom,9,https://www.fantacalcio.it/ricerca?q=Aouar,,,,,,,,,,,,,,,,
C,Arthur Melo,Fiorentina,,,https://www.fantacalcio.it/ricerca?q=Arthur Melo,,,,,,,,,,,,,,,,
C,Asllani,Inter,,,https://www.fantacalcio.it/ricerca?q=Asllani,,,,,,,,,,,,,,,,
C,Badelj,Genoa,,,https://www.fantacalcio.it/ricerca?q=Badelj,,,,,,,,,,,,,,,,
C,Baez,Frosinone,,,https://www.fantacalcio.it/ricerca?q=Baez,,,,,,,,,,,,,,,,
C,Bajrami,Sassuolo,,,https://www.fantacalcio.it/ricerca?q=Bajrami,,,,,,,,,,,,,,,,
C,Baldanzi,Empoli,,,https://www.fantacalcio.it/ricerca?q=Baldanzi,,,,,,,,,,,,,,,,
C,Barak,Fiorentina,,,https://www.fantacalcio.it/ricerca?q=Barak,,,,,,,,,,,,,,,,
C,Barella,Inter,,,https://www.fantacalcio.it/ricerca?q=Barella,,,,,,,,,,,,,,,,
C,Barrenechea,Frosinone,,,https://www.fantacalcio.it/ricerca?q=Barrenechea,,,,,,,,,,,,,,,,
C,Basic,Lazio,,,https://www.fantacalcio.it/ricerca?q=Basic,,,,,,,,,,,,,,,,
C,Belardinelli,Empoli,,,https://www.fantacalcio.it/ricerca?q=Belardinelli,,,,,,,,,,,,,,,,
C,Bennacer,Milan,,,https://www.fantacalcio.it/ricerca?q=Bennacer,,,,,,,,,,,,,,,,
C,Blin,Lecce,,,https://www.fantacalcio.it/ricerca?q=Blin,,,,,,,,,,,,,,,,
C,Bohinen,Salernitana,,,https://www.fantacalcio.it/ricerca?q=Bohinen,,,,,,,,,,,,,,,,
C,Boloca,Sassuolo,,,https://www.fantacalcio.it/ricerca?q=Boloca,,,,,,,,,,,,,,,,
C,Bonaventura,Fiorentina,,,https://www.fantacalcio.it/ricerca?q=Bonaventura,,,,,,,,,,,,,,,,
C,Bondo,Monza,,,https://www.fantacalcio.it/ricerca?q=Bondo,,,,,,,,,,,,,,,,
C,Bourabia,Frosinone,,,https://www.fantacalcio.it/ricerca?q=Bourabia,,,,,,,,,,,,,,,,
C,Bove,Roma,,,https://www.fantacalcio.it/ricerca?q=Bove,,,,,,,,,,,,,,,,
C,Brescianini,Frosinone,,,https://www.fantacalcio.it/ricerca?q=Brescianini,,,,,,,,,,,,,,,,
C,Cajuste,Napoli,,,https://www.fantacalcio.it/ricerca?q=Cajuste,,,,,,,,,,,,,,,,
C,Calhanoglu,Inter,,,https://www.fantacalcio.it/ricerca?q=Calhanoglu,,,,,,,,,,,,,,,,
C,Camara E.,Udinese,Matteo,1,https://www.fantacalcio.it/ricerca?q=Camara E.,,,,,,,,,,,,,,,,
C,Candreva,Salernitana,,,https://www.fantacalcio.it/ricerca?q=Candreva,,,,,,,,,,,,,,,,
C,Carboni V.,Monza,,,https://www.fantacalcio.it/ricerca?q=Carboni V.,,,,,,,,,,,,,,,,
C,Castillejo,Sassuolo,,,https://www.fantacalcio.it/ricerca?q=Castillejo,,,,,,,,,,,,,,,,
C,Castrovilli,Fiorentina,,,https://www.fantacalcio.it/ricerca?q=Castrovilli,,,,,,,,,,,,,,,,
C,Cataldi,Lazio,,,https://www.fantacalcio.it/ricerca?q=Cataldi,,,,,,,,,,,,,,,,
C,Chukwueze,Milan,,,https://www.fantacalcio.it/ricerca?q=Chukwueze,,,,,,,,,,,,,,,,
C,Ciurria,Monza,,,https://www.fantacalcio.it/ricerca?q=Ciurria,,,,,,,,,,,,,,,,
C,Colpani,Monza,,,https://www.fantacalcio.it/ricerca?q=Colpani,,,,,,,,,,,,,,,,
C,Coulibaly L.,Salernitana,,,https://www.fantacalcio.it/ricerca?q=Coulibaly L.,,,,,,,,,,,,,,,,
C,Cristante,Roma,,,https://www.fantacalcio.it/ricerca?q=Cristante,,,,,,,,,,,,,,,,
C,De Ketelaere,Atalanta,,,https://www.fantacalcio.it/ricerca?q=De Ketelaere,,,,,,,,,,,,,,,,
C,De Roon,Atalanta,,,https://www.fantacalcio.it/ricerca?q=De Roon,,,,,,,,,,,,,,,,
C,Deiola,Cagliari,,,https://www.fantacalcio.it/ricerca?q=Deiola,,,,,,,,,,,,,,,,
C,Demme,Napoli,,,https://www.fantacalcio.it/ricerca?q=Demme,,,,,,,,,,,,,,,,
C,Duda,Verona,,,https://www.fantacalcio.it/ricerca?q=Duda,,,,,,,,,,,,,,,,
C,Duncan,Fiorentina,,,https://www.fantacalcio.it/ricerca?q=Duncan,,,,,,,,,,,,,,,,
C,Ederson D.s.,Atalanta,,,https://www.fantacalcio.it/ricerca?q=Ederson D.s.,,,,,,,,,,,,,,,,
C,El Azzouzi,Bologna,,,https://www.fantacalcio.it/ricerca?q=El Azzouzi,,,,,,,,,,,,,,,,
C,El Shaarawy,Roma,,,https://www.fantacalcio.it/ricerca?q=El Shaarawy,,,,,,,,,,,,,,,,
C,Elmas,Napoli,,,https://www.fantacalcio.it/ricerca?q=Elmas,,,,,,,,,,,,,,,,
C,Fabbian,Bologna,,,https://www.fantacalcio.it/ricerca?q=Fabbian,,,,,,,,,,,,,,,,
C,Fagioli,Juventus,,,https://www.fantacalcio.it/ricerca?q=Fagioli,,,,,,,,,,,,,,,,
C,Faticanti,Lecce,,,https://www.fantacalcio.it/ricerca?q=Faticanti,,,,,,,,,,,,,,,,
C,Fazzini,Empoli,,,https://www.fantacalcio.it/ricerca?q=Fazzini,,,,,,,,,,,,,,,,
C,Felipe Anderson,Lazio,,,https://www.fantacalcio.it/ricerca?q=Felipe Anderson,,,,,,,,,,,,,,,,
C,Ferguson,Bologna,,,https://www.fantacalcio.it/ricerca?q=Ferguson,,,,,,,,,,,,,,,,
C,Folorunsho,Verona,,,https://www.fantacalcio.it/ricerca?q=Folorunsho,,,,,,,,,,,,,,,,
C,Frattesi,Inter,,,https://www.fantacalcio.it/ricerca?q=Frattesi,,,,,,,,,,,,,,,,
C,Frendrup,Genoa,,,https://www.fantacalcio.it/ricerca?q=Frendrup,,,,,,,,,,,,,,,,
C,Freuler,Bologna,,,https://www.fantacalcio.it/ricerca?q=Freuler,,,,,,,,,,,,,,,,
C,Gaetano,Napoli,,,https://www.fantacalcio.it/ricerca?q=Gaetano,,,,,,,,,,,,,,,,
C,Gagliardini,Monza,,,https://www.fantacalcio.it/ricerca?q=Gagliardini,,,,,,,,,,,,,,,,
C,Garritano,Frosinone,,,https://www.fantacalcio.it/ricerca?q=Garritano,,,,,,,,,,,,,,,,
C,Gelli,Frosinone,,,https://www.fantacalcio.it/ricerca?q=Gelli,,,,,,,,,,,,,,,,
C,Gineitis,Torino,,,https://www.fantacalcio.it/ricerca?q=Gineitis,,,,,,,,,,,,,,,,
C,Gonzalez J.,Lecce,,,https://www.fantacalcio.it/ricerca?q=Gonzalez J.,,,,,,,,,,,,,,,,
C,Grassi,Empoli,,,https://www.fantacalcio.it/ricerca?q=Grassi,,,,,,,,,,,,,,,,
C,Gudmundsson A.,Genoa,,,https://www.fantacalcio.it/ricerca?q=Gudmundsson A.,,,,,,,,,,,,,,,,
C,Guendouzi,Lazio,,,https://www.fantacalcio.it/ricerca?q=Guendouzi,,,,,,,,,,,,,,,,
C,Gyasi,Empoli,,,https://www.fantacalcio.it/ricerca?q=Gyasi,,,,,,,,,,,,,,,,
C,Haas,Empoli,,,https://www.fantacalcio.it/ricerca?q=Haas,,,,,,,,,,,,,,,,
C,Harroui,Frosinone,,,https://www.fantacalcio.it/ricerca?q=Harroui,,,,,,,,,,,,,,,,
C,Hongla,Verona,,,https://www.fantacalcio.it/ricerca?q=Hongla,,,,,,,,,,,,,,,,
